date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:31:20	27916/27916	---M--	200	added ('OK')	image/jpeg	etag:%22v341c%22	http://2.bp.blogspot.com/-ax82_v_lUtU/UmIc9niIm-I/AAAAAAAANBo/YaqBEC3U_x8/s320/IMAG0678.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/2.bp.blogspot.com/-ax82_v_lUtU/UmIc9niIm-I/AAAAAAAANBo/YaqBEC3U_x8/s320/IMAG0678.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:31:21	120678/120678	---M-Z	200	added ('OK')	text/html	etag:%2226854c25-aae1-4452-ac8a-f6b3e3d97a3f%22	http://usa.philkuo.com/2013/10/farm.html	C:/Users/Philip/Desktop/test/Phil's%20Blog/usa.philkuo.com/2013/10/farm.html	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:31:22	221658/221658	---M--	200	added ('OK')	image/jpeg	etag:%22v344e%22	http://1.bp.blogspot.com/-im73tuYFbDQ/UmLr594MXwI/AAAAAAAANEs/MQAt7ogHZSE/s1600/IMAG0555.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/1.bp.blogspot.com/-im73tuYFbDQ/UmLr594MXwI/AAAAAAAANEs/MQAt7ogHZSE/s1600/IMAG0555.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:31:25	16987/16987	---M--	200	added ('OK')	image/jpeg	etag:%22v33c3%22	http://4.bp.blogspot.com/-eK80bSdFeRU/UmBmPWbZzjI/AAAAAAAAM8M/xHOU3P6wiD4/s320/IMAG1272.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/4.bp.blogspot.com/-eK80bSdFeRU/UmBmPWbZzjI/AAAAAAAAM8M/xHOU3P6wiD4/s320/IMAG1272.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:31:27	133198/133198	---M-Z	200	added ('OK')	text/html	etag:%2226854c25-aae1-4452-ac8a-f6b3e3d97a3f%22	http://usa.philkuo.com/2013/10/AboutIpswich.html	C:/Users/Philip/Desktop/test/Phil's%20Blog/usa.philkuo.com/2013/10/AboutIpswich.html	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:31:54	381077/381077	---M--	200	added ('OK')	image/jpeg	etag:%22v3419%22	http://4.bp.blogspot.com/-n0IlxJfpGAA/UmIc8Uw2GnI/AAAAAAAANBg/Ak-bUL1qbs0/s1600/IMAG0677.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/4.bp.blogspot.com/-n0IlxJfpGAA/UmIc8Uw2GnI/AAAAAAAANBg/Ak-bUL1qbs0/s1600/IMAG0677.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:31:56	299564/299564	---M--	200	added ('OK')	image/jpeg	etag:%22v341c%22	http://2.bp.blogspot.com/-ax82_v_lUtU/UmIc9niIm-I/AAAAAAAANBo/YaqBEC3U_x8/s1600/IMAG0678.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/2.bp.blogspot.com/-ax82_v_lUtU/UmIc9niIm-I/AAAAAAAANBo/YaqBEC3U_x8/s1600/IMAG0678.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:31:58	22483/22483	---M--	200	added ('OK')	image/jpeg	etag:%22v32ec%22	http://2.bp.blogspot.com/-B6WH2r1rIZM/Ul8KWPS1yhI/AAAAAAAAMus/Ah9FZpR4Hfw/s320/IMAG0538.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/2.bp.blogspot.com/-B6WH2r1rIZM/Ul8KWPS1yhI/AAAAAAAAMus/Ah9FZpR4Hfw/s320/IMAG0538.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:32:01	15659/15659	---M--	200	added ('OK')	image/jpeg	etag:%22v3278%22	http://1.bp.blogspot.com/-M3RpDKRK4is/Ul4U6ggKVoI/AAAAAAAAMnU/LxVbmhtQz7U/s320/IMAG0489.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/1.bp.blogspot.com/-M3RpDKRK4is/Ul4U6ggKVoI/AAAAAAAAMnU/LxVbmhtQz7U/s320/IMAG0489.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:32:03	264262/264262	---M--	200	added ('OK')	image/jpeg	etag:%22v33c3%22	http://4.bp.blogspot.com/-eK80bSdFeRU/UmBmPWbZzjI/AAAAAAAAM8M/xHOU3P6wiD4/s1600/IMAG1272.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/4.bp.blogspot.com/-eK80bSdFeRU/UmBmPWbZzjI/AAAAAAAAM8M/xHOU3P6wiD4/s1600/IMAG1272.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:32:07	20569/20569	---M--	200	added ('OK')	image/jpeg	etag:%22v3279%22	http://3.bp.blogspot.com/-H_ps5mf-FAA/Ul4U6jNhncI/AAAAAAAAMnY/Cru2hAoNMz0/s320/IMAG0746.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/3.bp.blogspot.com/-H_ps5mf-FAA/Ul4U6jNhncI/AAAAAAAAMnY/Cru2hAoNMz0/s320/IMAG0746.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:32:33	412878/412878	---M--	200	added ('OK')	image/jpeg	etag:%22v32ec%22	http://2.bp.blogspot.com/-B6WH2r1rIZM/Ul8KWPS1yhI/AAAAAAAAMus/Ah9FZpR4Hfw/s1600/IMAG0538.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/2.bp.blogspot.com/-B6WH2r1rIZM/Ul8KWPS1yhI/AAAAAAAAMus/Ah9FZpR4Hfw/s1600/IMAG0538.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:32:33	228825/228825	---M--	200	added ('OK')	image/jpeg	etag:%22v3278%22	http://1.bp.blogspot.com/-M3RpDKRK4is/Ul4U6ggKVoI/AAAAAAAAMnU/LxVbmhtQz7U/s1600/IMAG0489.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/1.bp.blogspot.com/-M3RpDKRK4is/Ul4U6ggKVoI/AAAAAAAAMnU/LxVbmhtQz7U/s1600/IMAG0489.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:32:37	18533/18533	---M--	200	added ('OK')	image/jpeg	etag:%22v327c%22	http://2.bp.blogspot.com/-YxRbR7fla_Q/Ul4U8XphEPI/AAAAAAAAMno/xSbjfawoRvM/s320/IMAG0751.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/2.bp.blogspot.com/-YxRbR7fla_Q/Ul4U8XphEPI/AAAAAAAAMno/xSbjfawoRvM/s320/IMAG0751.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:32:40	19904/19904	---M--	200	added ('OK')	image/jpeg	etag:%22v327d%22	http://1.bp.blogspot.com/-_ayL8U9noPQ/Ul4U8XAcRyI/AAAAAAAAMns/EzLy5KxCMtY/s320/IMAG1321.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/1.bp.blogspot.com/-_ayL8U9noPQ/Ul4U8XAcRyI/AAAAAAAAMns/EzLy5KxCMtY/s320/IMAG1321.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:32:41	250240/250240	---M--	200	added ('OK')	image/jpeg	etag:%22v3279%22	http://3.bp.blogspot.com/-H_ps5mf-FAA/Ul4U6jNhncI/AAAAAAAAMnY/Cru2hAoNMz0/s1600/IMAG0746.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/3.bp.blogspot.com/-H_ps5mf-FAA/Ul4U6jNhncI/AAAAAAAAMnY/Cru2hAoNMz0/s1600/IMAG0746.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:32:41	213287/213287	---M--	200	added ('OK')	image/jpeg	etag:%22v327c%22	http://2.bp.blogspot.com/-YxRbR7fla_Q/Ul4U8XphEPI/AAAAAAAAMno/xSbjfawoRvM/s1600/IMAG0751.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/2.bp.blogspot.com/-YxRbR7fla_Q/Ul4U8XphEPI/AAAAAAAAMno/xSbjfawoRvM/s1600/IMAG0751.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:32:41	121122/121122	---M-Z	200	added ('OK')	text/html	etag:%2226854c25-aae1-4452-ac8a-f6b3e3d97a3f%22	http://usa.philkuo.com/2013/10/FirstNight.html	C:/Users/Philip/Desktop/test/Phil's%20Blog/usa.philkuo.com/2013/10/FirstNight.html	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:32:43	137759/137759	---M-Z	200	added ('OK')	text/html	etag:%2226854c25-aae1-4452-ac8a-f6b3e3d97a3f%22	http://usa.philkuo.com/2013/10/first-meet-with-my-host-family.html	C:/Users/Philip/Desktop/test/Phil's%20Blog/usa.philkuo.com/2013/10/first-meet-with-my-host-family.html	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:32:45	16233/16233	---M--	200	added ('OK')	image/jpeg	etag:%22v3227%22	http://3.bp.blogspot.com/-mmnPJnUY344/Ul3YGYYnctI/AAAAAAAAMiQ/0J_qwUn0grE/s320/IMAG0766.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/3.bp.blogspot.com/-mmnPJnUY344/Ul3YGYYnctI/AAAAAAAAMiQ/0J_qwUn0grE/s320/IMAG0766.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:32:48	12114/12114	---M--	200	added ('OK')	image/jpeg	etag:%22v3128%22	http://1.bp.blogspot.com/-rqcKsV5gbAQ/UlxAO_HpzPI/AAAAAAAAMSU/lUUsXvNU3iI/s320/IMAG0386.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/1.bp.blogspot.com/-rqcKsV5gbAQ/UlxAO_HpzPI/AAAAAAAAMSU/lUUsXvNU3iI/s320/IMAG0386.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:32:49	130514/130514	---M-Z	200	added ('OK')	text/html	etag:%2226854c25-aae1-4452-ac8a-f6b3e3d97a3f%22	http://usa.philkuo.com/2013/10/plane.html	C:/Users/Philip/Desktop/test/Phil's%20Blog/usa.philkuo.com/2013/10/plane.html	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:33:19	287418/287418	---M--	200	added ('OK')	image/jpeg	etag:%22v327d%22	http://1.bp.blogspot.com/-_ayL8U9noPQ/Ul4U8XAcRyI/AAAAAAAAMns/EzLy5KxCMtY/s1600/IMAG1321.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/1.bp.blogspot.com/-_ayL8U9noPQ/Ul4U8XAcRyI/AAAAAAAAMns/EzLy5KxCMtY/s1600/IMAG1321.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:33:22	235076/235076	---M--	200	added ('OK')	image/jpeg	etag:%22v3128%22	http://1.bp.blogspot.com/-rqcKsV5gbAQ/UlxAO_HpzPI/AAAAAAAAMSU/lUUsXvNU3iI/s1600/IMAG0386.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/1.bp.blogspot.com/-rqcKsV5gbAQ/UlxAO_HpzPI/AAAAAAAAMSU/lUUsXvNU3iI/s1600/IMAG0386.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:33:23	210539/210539	---M--	200	added ('OK')	image/jpeg	etag:%22v30b9%22	http://2.bp.blogspot.com/-pVKoP0qask4/UltC5mnHEII/AAAAAAAAMLc/qTefD0wD16g/s1600/IMAG0025.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/2.bp.blogspot.com/-pVKoP0qask4/UltC5mnHEII/AAAAAAAAMLc/qTefD0wD16g/s1600/IMAG0025.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:33:23	22475/22475	---M--	200	added ('OK')	image/jpeg	etag:%22v30b9%22	http://2.bp.blogspot.com/-pVKoP0qask4/UltC5mnHEII/AAAAAAAAMLc/qTefD0wD16g/s320/IMAG0025.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/2.bp.blogspot.com/-pVKoP0qask4/UltC5mnHEII/AAAAAAAAMLc/qTefD0wD16g/s320/IMAG0025.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:33:25	272869/272869	---M--	200	added ('OK')	image/jpeg	etag:%22v3227%22	http://3.bp.blogspot.com/-mmnPJnUY344/Ul3YGYYnctI/AAAAAAAAMiQ/0J_qwUn0grE/s1600/IMAG0766.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/3.bp.blogspot.com/-mmnPJnUY344/Ul3YGYYnctI/AAAAAAAAMiQ/0J_qwUn0grE/s1600/IMAG0766.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:33:26	17147/17147	---M--	200	added ('OK')	image/jpeg	etag:%22v30b8%22	http://4.bp.blogspot.com/-D7z2zZzSfM0/UltC47ugd7I/AAAAAAAAMLY/V3SXdsEFFAE/s320/IMAG0038.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/4.bp.blogspot.com/-D7z2zZzSfM0/UltC47ugd7I/AAAAAAAAMLY/V3SXdsEFFAE/s320/IMAG0038.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:33:28	13931/13931	---M--	200	added ('OK')	image/jpeg	etag:%22v30bc%22	http://3.bp.blogspot.com/-pSg6ZDNlwqs/UltC5uSEZbI/AAAAAAAAMLo/ZI4m1YvGrt8/s320/IMAG0051.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/3.bp.blogspot.com/-pSg6ZDNlwqs/UltC5uSEZbI/AAAAAAAAMLo/ZI4m1YvGrt8/s320/IMAG0051.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:33:32	24342/24342	---M--	200	added ('OK')	image/jpeg	etag:%22v30bd%22	http://3.bp.blogspot.com/-R1fu1y9ZvdI/UltC6wpSl-I/AAAAAAAAMLs/iB6g6_fGtn4/s320/IMAG0073.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/3.bp.blogspot.com/-R1fu1y9ZvdI/UltC6wpSl-I/AAAAAAAAMLs/iB6g6_fGtn4/s320/IMAG0073.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:33:56	218437/218437	---M--	200	added ('OK')	image/jpeg	etag:%22v30b8%22	http://4.bp.blogspot.com/-D7z2zZzSfM0/UltC47ugd7I/AAAAAAAAMLY/V3SXdsEFFAE/s1600/IMAG0038.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/4.bp.blogspot.com/-D7z2zZzSfM0/UltC47ugd7I/AAAAAAAAMLY/V3SXdsEFFAE/s1600/IMAG0038.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:34:02	33038/33038	---M--	200	added ('OK')	image/jpeg	etag:%22v30c0%22	http://4.bp.blogspot.com/-CXdhKvK7spk/UltC74z7jnI/AAAAAAAAML4/QmiOY0EsRE8/s320/IMAG0075.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/4.bp.blogspot.com/-CXdhKvK7spk/UltC74z7jnI/AAAAAAAAML4/QmiOY0EsRE8/s320/IMAG0075.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:34:05	243088/243088	---M--	200	added ('OK')	image/jpeg	etag:%22v30bd%22	http://3.bp.blogspot.com/-R1fu1y9ZvdI/UltC6wpSl-I/AAAAAAAAMLs/iB6g6_fGtn4/s1600/IMAG0073.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/3.bp.blogspot.com/-R1fu1y9ZvdI/UltC6wpSl-I/AAAAAAAAMLs/iB6g6_fGtn4/s1600/IMAG0073.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:34:06	268129/268129	---M--	200	added ('OK')	image/jpeg	etag:%22v30bc%22	http://3.bp.blogspot.com/-pSg6ZDNlwqs/UltC5uSEZbI/AAAAAAAAMLo/ZI4m1YvGrt8/s1600/IMAG0051.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/3.bp.blogspot.com/-pSg6ZDNlwqs/UltC5uSEZbI/AAAAAAAAMLo/ZI4m1YvGrt8/s1600/IMAG0051.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:34:10	24235/24235	---M--	200	added ('OK')	image/jpeg	etag:%22v30c2%22	http://2.bp.blogspot.com/-mwOfx3U0OUg/UltC8ucYW_I/AAAAAAAAML8/gPFoa8TMdhY/s320/IMAG0095.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/2.bp.blogspot.com/-mwOfx3U0OUg/UltC8ucYW_I/AAAAAAAAML8/gPFoa8TMdhY/s320/IMAG0095.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:34:13	17557/17557	---M--	200	added ('OK')	image/jpeg	etag:%22v30c3%22	http://1.bp.blogspot.com/-b5QBcYw76J8/UltC8_N31SI/AAAAAAAAMME/3Wa6E3aOv4I/s320/IMAG0098.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/1.bp.blogspot.com/-b5QBcYw76J8/UltC8_N31SI/AAAAAAAAMME/3Wa6E3aOv4I/s320/IMAG0098.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:34:16	208946/208946	---M-Z	200	added ('OK')	text/html	etag:%2226854c25-aae1-4452-ac8a-f6b3e3d97a3f%22	http://usa.philkuo.com/search?updated-max=2014-12-29T06:01:00-08:00&max-results=39&reverse-paginate=true	C:/Users/Philip/Desktop/test/Phil's%20Blog/usa.philkuo.com/search0670.html	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:34:17	108022/108022	---M-Z	200	added ('OK')	text/html	etag:%2226854c25-aae1-4452-ac8a-f6b3e3d97a3f%22	http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2013-10-13T08:23:00-07:00&max-results=39&start=38&by-date=false	C:/Users/Philip/Desktop/test/Phil's%20Blog/usa.philkuo.com/searchacd9.html	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:34:18	133793/133793	---M-Z	200	added ('OK')	text/html	etag:%2226854c25-aae1-4452-ac8a-f6b3e3d97a3f%22	http://usa.philkuo.com/search?updated-max=2014-02-22T00:27:00-08:00&max-results=12&reverse-paginate=true	C:/Users/Philip/Desktop/test/Phil's%20Blog/usa.philkuo.com/search7d34.html	(from http://usa.philkuo.com/2013_12_01_archive.html)
03:34:19	129506/129506	---M-Z	200	added ('OK')	text/html	etag:%2226854c25-aae1-4452-ac8a-f6b3e3d97a3f%22	http://usa.philkuo.com/search?updated-max=2013-12-04T22:43:00-08:00&max-results=12	C:/Users/Philip/Desktop/test/Phil's%20Blog/usa.philkuo.com/searcha811.html	(from http://usa.philkuo.com/2013_12_01_archive.html)
03:34:21	129459/129459	---M-Z	200	added ('OK')	text/html	etag:%2226854c25-aae1-4452-ac8a-f6b3e3d97a3f%22	http://usa.philkuo.com/search?updated-max=2014-01-14T18:03:00-08:00&max-results=12&reverse-paginate=true	C:/Users/Philip/Desktop/test/Phil's%20Blog/usa.philkuo.com/search8ba3.html	(from http://usa.philkuo.com/2013_11_01_archive.html)
03:34:22	131169/131169	---M-Z	200	added ('OK')	text/html	etag:%2226854c25-aae1-4452-ac8a-f6b3e3d97a3f%22	http://usa.philkuo.com/search?updated-max=2013-11-02T19:49:00-07:00&max-results=12	C:/Users/Philip/Desktop/test/Phil's%20Blog/usa.philkuo.com/searchcd86.html	(from http://usa.philkuo.com/2013_11_01_archive.html)
03:34:23	135324/135324	---M-Z	200	added ('OK')	text/html	etag:%2226854c25-aae1-4452-ac8a-f6b3e3d97a3f%22	http://usa.philkuo.com/2013/10/yeah-my-new-blog-are-finally-done.html	C:/Users/Philip/Desktop/test/Phil's%20Blog/usa.philkuo.com/2013/10/yeah-my-new-blog-are-finally-done.html	(from http://usa.philkuo.com/2013_10_01_archive.html)
03:34:33	333813/333813	---M--	200	added ('OK')	image/jpeg	etag:%22v30c0%22	http://4.bp.blogspot.com/-CXdhKvK7spk/UltC74z7jnI/AAAAAAAAML4/QmiOY0EsRE8/s1600/IMAG0075.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/4.bp.blogspot.com/-CXdhKvK7spk/UltC74z7jnI/AAAAAAAAML4/QmiOY0EsRE8/s1600/IMAG0075.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:34:38	23080/23080	---M--	200	added ('OK')	image/jpeg	etag:%22v2fd9%22	http://4.bp.blogspot.com/-ys_JZuwr30U/UlmSEm7j8uI/AAAAAAAAL9k/OMgfKa0s9uI/s320/IMAG0485.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/4.bp.blogspot.com/-ys_JZuwr30U/UlmSEm7j8uI/AAAAAAAAL9k/OMgfKa0s9uI/s320/IMAG0485.jpg	(from http://usa.philkuo.com/2013_10_01_archive.html)
03:34:51	234785/234785	---M--	200	added ('OK')	image/jpeg	etag:%22v30c3%22	http://1.bp.blogspot.com/-b5QBcYw76J8/UltC8_N31SI/AAAAAAAAMME/3Wa6E3aOv4I/s1600/IMAG0098.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/1.bp.blogspot.com/-b5QBcYw76J8/UltC8_N31SI/AAAAAAAAMME/3Wa6E3aOv4I/s1600/IMAG0098.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:34:54	16407/16407	---M--	200	added ('OK')	image/jpeg	etag:%22v2fd3%22	http://3.bp.blogspot.com/-qbjsJt8TJ5Y/UlmSC0RteZI/AAAAAAAAL9M/vCQGwDtddf4/s320/IMAG0740.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/3.bp.blogspot.com/-qbjsJt8TJ5Y/UlmSC0RteZI/AAAAAAAAL9M/vCQGwDtddf4/s320/IMAG0740.jpg	(from http://usa.philkuo.com/2013_10_01_archive.html)
03:34:56	292584/292584	---M--	200	added ('OK')	image/jpeg	etag:%22v30c2%22	http://2.bp.blogspot.com/-mwOfx3U0OUg/UltC8ucYW_I/AAAAAAAAML8/gPFoa8TMdhY/s1600/IMAG0095.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/2.bp.blogspot.com/-mwOfx3U0OUg/UltC8ucYW_I/AAAAAAAAML8/gPFoa8TMdhY/s1600/IMAG0095.jpg	(from http://usa.philkuo.com/search?updated-min=2013-01-01T00:00:00-08:00&updated-max=2014-01-01T00:00:00-08:00&max-results=39)
03:35:00	20569/20569	---M--	200	added ('OK')	image/jpeg	etag:%22v2fd8%22	http://1.bp.blogspot.com/-cKFgNgD-Mg8/UlmSEo3s6tI/AAAAAAAAL9g/kUMbPsgsFHU/s320/IMAG0746.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/1.bp.blogspot.com/-cKFgNgD-Mg8/UlmSEo3s6tI/AAAAAAAAL9g/kUMbPsgsFHU/s320/IMAG0746.jpg	(from http://usa.philkuo.com/2013_10_01_archive.html)
03:35:17	245013/245013	---M--	200	added ('OK')	image/jpeg	etag:%22v2fd3%22	http://3.bp.blogspot.com/-qbjsJt8TJ5Y/UlmSC0RteZI/AAAAAAAAL9M/vCQGwDtddf4/s1600/IMAG0740.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/3.bp.blogspot.com/-qbjsJt8TJ5Y/UlmSC0RteZI/AAAAAAAAL9M/vCQGwDtddf4/s1600/IMAG0740.jpg	(from http://usa.philkuo.com/2013_10_01_archive.html)
03:35:22	29660/29660	---M--	200	added ('OK')	image/jpeg	etag:%22v2fd2%22	http://2.bp.blogspot.com/-MQz937sMKFo/UlmSCUNqdnI/AAAAAAAAL9I/IdpZ_QLJ_XU/s320/IMAG0460.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/2.bp.blogspot.com/-MQz937sMKFo/UlmSCUNqdnI/AAAAAAAAL9I/IdpZ_QLJ_XU/s320/IMAG0460.jpg	(from http://usa.philkuo.com/2013_10_01_archive.html)
03:35:31	425018/425018	---M--	200	added ('OK')	image/jpeg	etag:%22v2fd9%22	http://4.bp.blogspot.com/-ys_JZuwr30U/UlmSEm7j8uI/AAAAAAAAL9k/OMgfKa0s9uI/s1600/IMAG0485.jpg	C:/Users/Philip/Desktop/test/Phil's%20Blog/4.bp.blogspot.com/-ys_JZuwr30U/UlmSEm7j8uI/AAAAAAAAL9k/OMgfKa0s9uI/s1600/IMAG0485.jpg	(from http://usa.philkuo.com/2013_10_01_archive.html)
